auteur;titre;annee;nb_tokens_texte;Entite;Label;latitude;longitude;caractere_debut;caractere_fin;contexte_gauche;contexte_droit
DAUDET;petit-chose;année ;117009;Eyssette;LOC;43.8110669;4.480824;3419;3427;"on m'avait fait, dans la
famille, une réputation de petit prodige. Grâce à ce système d'éducation,
je ne bougeais jamais de chez nous, et je pus assister dans tous ses
détails à l’agonie de la maison ";". Ce spectacle me laissa froid,

 

PA fesse RD BR

LA FABRIQUE 5

LL ot ot do

 

LS SSL Sd dd do

 

PE TS

je l’avoue ; même je trouvai à notre ruine ce côté très agréable, que je
pouvais gambader"
DAUDET;petit-chose;année ;117009;PA;ORG;None ;None;3464;3466;"ion de petit prodige. Grâce à ce système d'éducation,
je ne bougeais jamais de chez nous, et je pus assister dans tous ses
détails à l’agonie de la maison Eyssette. Ce spectacle me laissa froid,

 

";" fesse RD BR

LA FABRIQUE 5

LL ot ot do

 

LS SSL Sd dd do

 

PE TS

je l’avoue ; même je trouvai à notre ruine ce côté très agréable, que je
pouvais gambader à ma guise par toute la fabrique, ce q"
DAUDET;petit-chose;année ;117009;SSL Sd;MISC;None ;None;3514;3520;"on,
je ne bougeais jamais de chez nous, et je pus assister dans tous ses
détails à l’agonie de la maison Eyssette. Ce spectacle me laissa froid,

 

PA fesse RD BR

LA FABRIQUE 5

LL ot ot do

 

LS ";" dd do

 

PE TS

je l’avoue ; même je trouvai à notre ruine ce côté très agréable, que je
pouvais gambader à ma guise par toute la fabrique, ce qui, du temps des
ouvriers, ne m'était permis que le di"
DAUDET;petit-chose;année ;117009;Rouget;PER;None ;None;3757;3763;"e trouvai à notre ruine ce côté très agréable, que je
pouvais gambader à ma guise par toute la fabrique, ce qui, du temps des
ouvriers, ne m'était permis que le dimanche. Je disais gravement au
petit ";" : « Maintenant, la fabrique est à moi ; on me l’a donnée
pour jouer.» Et le petit Rouget me croyait. Il croyait tout ce que je
lui disais, cet imbécile.

A la maison, par exemple, tout le monde ne pr"
DAUDET;petit-chose;année ;117009;Rouget;PER;None ;None;3846;3852;"te la fabrique, ce qui, du temps des
ouvriers, ne m'était permis que le dimanche. Je disais gravement au
petit Rouget : « Maintenant, la fabrique est à moi ; on me l’a donnée
pour jouer.» Et le petit ";" me croyait. Il croyait tout ce que je
lui disais, cet imbécile.

A la maison, par exemple, tout le monde ne prit pas notre débâcle
aussi gaiement. Tout à coup M. Eyssette devint terrible; c'était dan"
DAUDET;petit-chose;année ;117009;M. Eyssette;PER;None ;None;4012;4023;"a donnée
pour jouer.» Et le petit Rouget me croyait. Il croyait tout ce que je
lui disais, cet imbécile.

A la maison, par exemple, tout le monde ne prit pas notre débâcle
aussi gaiement. Tout à coup ";" devint terrible; c'était dans
l’habitude une nature enflammée, violente, exagérée, aimant les cris,
la casse et les tonnerres ; au fond, un très excellent homme, ayant
seulement la main leste, le ver"
DAUDET;petit-chose;année ;117009;Jacques;PER;None ;None;4488;4495;"qui l’entourait. La mauvaise fortune, au lieu
de l’abattre, l’exaspéra. Du soir au matin, ce fut une colère formidable
qui, ne sachant à qui s’en prendre, s’attaquait à tout, au soleil, au
mistral, à ";", à la vieille Annou, à la Révolution, oh! surtout à la
Révolution! À entendre mon père, vous auriez juré que cette Révo-
lution de 18..., qui nous avait mis à mal, était spécialement dirigée
contre n"
DAUDET;petit-chose;année ;117009;Annou;LOC;43.3959145;-0.2908034;4510;4515;"uvaise fortune, au lieu
de l’abattre, l’exaspéra. Du soir au matin, ce fut une colère formidable
qui, ne sachant à qui s’en prendre, s’attaquait à tout, au soleil, au
mistral, à Jacques, à la vieille ";", à la Révolution, oh! surtout à la
Révolution! À entendre mon père, vous auriez juré que cette Révo-
lution de 18..., qui nous avait mis à mal, était spécialement dirigée
contre nous. Aussi, je vous "
DAUDET;petit-chose;année ;117009;Révolution!;MISC;None ;None;4551;4562;"xaspéra. Du soir au matin, ce fut une colère formidable
qui, ne sachant à qui s’en prendre, s’attaquait à tout, au soleil, au
mistral, à Jacques, à la vieille Annou, à la Révolution, oh! surtout à la
";" À entendre mon père, vous auriez juré que cette Révo-
lution de 18..., qui nous avait mis à mal, était spécialement dirigée
contre nous. Aussi, je vous prie de croire que les révolutionnaires
n'étaie"
DAUDET;petit-chose;année ;117009;"Révo-
lution";PER;None ;None;4611;4623;" ne sachant à qui s’en prendre, s’attaquait à tout, au soleil, au
mistral, à Jacques, à la vieille Annou, à la Révolution, oh! surtout à la
Révolution! À entendre mon père, vous auriez juré que cette ";" de 18..., qui nous avait mis à mal, était spécialement dirigée
contre nous. Aussi, je vous prie de croire que les révolutionnaires
n'étaient pas en odeur de sainteté dans la maison Eyssette. Dieu sai"
DAUDET;petit-chose;année ;117009;Eyssette;LOC;43.8110669;4.480824;4805;4813;"cette Révo-
lution de 18..., qui nous avait mis à mal, était spécialement dirigée
contre nous. Aussi, je vous prie de croire que les révolutionnaires
n'étaient pas en odeur de sainteté dans la maison ";". Dieu sait
ce que nous avons dit de ces messieurs dans ce temps-là... Encore
aujourd’hui, quand le vieux papa Eyssette (que Dieu me le conserve!)
sent venir son accès de goutte, il s'étend péniblemen"
DAUDET;petit-chose;année ;117009;Eyssette;LOC;43.8110669;4.480824;4924;4932;"roire que les révolutionnaires
n'étaient pas en odeur de sainteté dans la maison Eyssette. Dieu sait
ce que nous avons dit de ces messieurs dans ce temps-là... Encore
aujourd’hui, quand le vieux papa ";" (que Dieu me le conserve!)
sent venir son accès de goutte, il s'étend péniblement sur sa chaise
longue, et nous l’entendons dire : «Oh! ces révolutionnaires!»

A l’époque dont je vous parle, M. Eysse"
DAUDET;petit-chose;année ;117009;Dieu;MISC;None ;None;4938;4942;"révolutionnaires
n'étaient pas en odeur de sainteté dans la maison Eyssette. Dieu sait
ce que nous avons dit de ces messieurs dans ce temps-là... Encore
aujourd’hui, quand le vieux papa Eyssette (que ";" me le conserve!)
sent venir son accès de goutte, il s'étend péniblement sur sa chaise
longue, et nous l’entendons dire : «Oh! ces révolutionnaires!»

A l’époque dont je vous parle, M. Eyssette n’avai"
DAUDET;petit-chose;année ;117009;Oh!;MISC;None ;None;5065;5068;"ans ce temps-là... Encore
aujourd’hui, quand le vieux papa Eyssette (que Dieu me le conserve!)
sent venir son accès de goutte, il s'étend péniblement sur sa chaise
longue, et nous l’entendons dire : «";" ces révolutionnaires!»

A l’époque dont je vous parle, M. Eyssette n’avait pas la goutte,
et la douleur de se voir ruiné en avait fait un homme terrible que
personne ne pouvait approcher. Il fallut l"
DAUDET;petit-chose;année ;117009;M. Eyssette;PER;None ;None;5124;5135;"Eyssette (que Dieu me le conserve!)
sent venir son accès de goutte, il s'étend péniblement sur sa chaise
longue, et nous l’entendons dire : «Oh! ces révolutionnaires!»

A l’époque dont je vous parle, ";" n’avait pas la goutte,
et la douleur de se voir ruiné en avait fait un homme terrible que
personne ne pouvait approcher. Il fallut le saigner deux fois en quinze
jours. Autour de lui, chacun se taisa"
DAUDET;petit-chose;année ;117009;Annou;LOC;43.3959145;-0.2908034;5565;5570;"ous
demandions du pain à voix basse. On n’osait pas même pleurer devant
lui. Aussi, dès qu’il avait tourné les talons, ce n’était qu’un sanglot,
d’un bout de la maison à l’autre ; ma mère, la vieille ";", mon frère
Jacques et aussi mon grand frère l’abbé, lorsqu'il venait nous voir, tout
le monde s’y mettait. Ma mère, cela se conçoit, pleurait de voir
M. Eyssette malheureux ; l’abbé et la vieille Ann"
DAUDET;petit-chose;année ;117009;Jacques;PER;None ;None;5582;5589;" pain à voix basse. On n’osait pas même pleurer devant
lui. Aussi, dès qu’il avait tourné les talons, ce n’était qu’un sanglot,
d’un bout de la maison à l’autre ; ma mère, la vieille Annou, mon frère
";" et aussi mon grand frère l’abbé, lorsqu'il venait nous voir, tout
le monde s’y mettait. Ma mère, cela se conçoit, pleurait de voir
M. Eyssette malheureux ; l’abbé et la vieille Annou pleuraient de
vo"
DAUDET;petit-chose;année ;117009;Eyssette;PER;None ;None;5724;5732;"a maison à l’autre ; ma mère, la vieille Annou, mon frère
Jacques et aussi mon grand frère l’abbé, lorsqu'il venait nous voir, tout
le monde s’y mettait. Ma mère, cela se conçoit, pleurait de voir
M. ";" malheureux ; l’abbé et la vieille Annou pleuraient de
voir pleurer Mme Eyssette ; quant à Jacques, trop jeune encore pour
comprendre nos malheurs, — il avait à peine deux ans de plus que
moi, — il pl"
DAUDET;petit-chose;année ;117009;Annou;LOC;43.3959145;-0.2908034;5767;5772;"nou, mon frère
Jacques et aussi mon grand frère l’abbé, lorsqu'il venait nous voir, tout
le monde s’y mettait. Ma mère, cela se conçoit, pleurait de voir
M. Eyssette malheureux ; l’abbé et la vieille ";" pleuraient de
voir pleurer Mme Eyssette ; quant à Jacques, trop jeune encore pour
comprendre nos malheurs, — il avait à peine deux ans de plus que
moi, — il pleurait par besoin, pour le plaisir.

Un "
DAUDET;petit-chose;année ;117009;Mme Eyssette;PER;None ;None;5800;5812;"on grand frère l’abbé, lorsqu'il venait nous voir, tout
le monde s’y mettait. Ma mère, cela se conçoit, pleurait de voir
M. Eyssette malheureux ; l’abbé et la vieille Annou pleuraient de
voir pleurer ";" ; quant à Jacques, trop jeune encore pour
comprendre nos malheurs, — il avait à peine deux ans de plus que
moi, — il pleurait par besoin, pour le plaisir.

Un singulier enfant que mon frère Jacques ;"
DAUDET;petit-chose;année ;117009;Jacques;PER;None ;None;5823;5830;"lorsqu'il venait nous voir, tout
le monde s’y mettait. Ma mère, cela se conçoit, pleurait de voir
M. Eyssette malheureux ; l’abbé et la vieille Annou pleuraient de
voir pleurer Mme Eyssette ; quant à ";", trop jeune encore pour
comprendre nos malheurs, — il avait à peine deux ans de plus que
moi, — il pleurait par besoin, pour le plaisir.

Un singulier enfant que mon frère Jacques ; en voilà un qui a"
DAUDET;petit-chose;année ;117009;Jacques;PER;None ;None;6003;6010;" Eyssette ; quant à Jacques, trop jeune encore pour
comprendre nos malheurs, — il avait à peine deux ans de plus que
moi, — il pleurait par besoin, pour le plaisir.

Un singulier enfant que mon frère ";" ; en voilà un qui avait
le don des larmes! D’aussi loin qu’il me souvienne, je le vois, les yeux

6 LE PETIT CHOSE

tt LT LS dd dd

 

Sd ot ot oo

rouges et la joue ruisselante. Le soir, le matin, "
DAUDET;petit-chose;année ;117009;LT LS;MISC;None ;None;6131;6136;"leurait par besoin, pour le plaisir.

Un singulier enfant que mon frère Jacques ; en voilà un qui avait
le don des larmes! D’aussi loin qu’il me souvienne, je le vois, les yeux

6 LE PETIT CHOSE

tt ";" dd dd

 

Sd ot ot oo

rouges et la joue ruisselante. Le soir, le matin, de jour, de nuit, en
classe, à la maison, en promenade, il pleurait sans cesse, il pleurait
partout. Quand on lui disait : «Qu"
DAUDET;petit-chose;année ;117009;"dd

 

Sd ot ot oo

rouges";MISC;None ;None;6140;6166;"ar besoin, pour le plaisir.

Un singulier enfant que mon frère Jacques ; en voilà un qui avait
le don des larmes! D’aussi loin qu’il me souvienne, je le vois, les yeux

6 LE PETIT CHOSE

tt LT LS dd ";" et la joue ruisselante. Le soir, le matin, de jour, de nuit, en
classe, à la maison, en promenade, il pleurait sans cesse, il pleurait
partout. Quand on lui disait : «Qu’as-tu ? » il répondait en san"
DAUDET;petit-chose;année ;117009;M. Eyssette;PER;None ;None;6509;6520;". Quand on lui disait : «Qu’as-tu ? » il répondait en sanglotant :
«Je n'ai rien.» Et, le plus curieux, c’est qu’il n’avait rien. Il pleurait
comme on se mouche, plus souvent, voilà tout, Quelquefois ";",
exaspéré, disait à ma mère : « Cet enfant est ridicule, regardez-le!.…
c’est un fleuve.» À quoi Mme Eyssette répondait de sa voix douce :
« Que veux-tu, mon ami ? cela passera en grandissant ; à son"
DAUDET;petit-chose;année ;117009;Mme Eyssette;PER;None ;None;6618;6630;" qu’il n’avait rien. Il pleurait
comme on se mouche, plus souvent, voilà tout, Quelquefois M. Eyssette,
exaspéré, disait à ma mère : « Cet enfant est ridicule, regardez-le!.…
c’est un fleuve.» À quoi ";" répondait de sa voix douce :
« Que veux-tu, mon ami ? cela passera en grandissant ; à son âge, j'étais
comme lui.» En attendant, Jacques grandissait ; il grandissait beaucoup
même, et cela ne lui pas"
DAUDET;petit-chose;année ;117009;Jacques;PER;None ;None;6760;6767;"ant est ridicule, regardez-le!.…
c’est un fleuve.» À quoi Mme Eyssette répondait de sa voix douce :
« Que veux-tu, mon ami ? cela passera en grandissant ; à son âge, j'étais
comme lui.» En attendant, ";" grandissait ; il grandissait beaucoup
même, et cela ne lui passait pas. Tout au contraire, la singulière aptitude
qu'avait cet étrange garçon à répandre sans raison des averses de larmes
allait chaqu"
DAUDET;petit-chose;année ;117009;Jacques;PER;None ;None;7199;7206;"ésolation de nos parents
lui fut une grande fortune. C’est pour le coup qu'il s’en donna de
sangloter à son aise, des journées entières, sans que personne vint lui
dire : «Qu’as-tu ?»

En somme, pour ";" comme pour moi, notre ruine avait son
joli côté.

Pour ma part, j'étais très heureux. On ne s’occupait plus de moi.
J'en profitais pour jouer tout le jour avec Rouget parmi les ateliers
déserts, où n"
DAUDET;petit-chose;année ;117009;Rouget;PER;None ;None;7367;7373;" : «Qu’as-tu ?»

En somme, pour Jacques comme pour moi, notre ruine avait son
joli côté.

Pour ma part, j'étais très heureux. On ne s’occupait plus de moi.
J'en profitais pour jouer tout le jour avec ";" parmi les ateliers
déserts, où nos pas sonnaient comme dans une église, et les grandes
cours abandonnées, que l’herbe envahissait déjà. Ce jeune Rouget,
fils du concierge Colombe, était un gros garço"
DAUDET;petit-chose;année ;117009;Rouget;PER;None ;None;7519;7525;"oi.
J'en profitais pour jouer tout le jour avec Rouget parmi les ateliers
déserts, où nos pas sonnaient comme dans une église, et les grandes
cours abandonnées, que l’herbe envahissait déjà. Ce jeune ";",
fils du concierge Colombe, était un gros garçon d’une douzaine
d’années, fort comme un bœuf, dévoué comme un chien, bête comme
une oie et remarquable surtout par une chevelure rouge, à laquelle
il d"
DAUDET;petit-chose;année ;117009;Colombe;PER;None ;None;7545;7552;"uer tout le jour avec Rouget parmi les ateliers
déserts, où nos pas sonnaient comme dans une église, et les grandes
cours abandonnées, que l’herbe envahissait déjà. Ce jeune Rouget,
fils du concierge ";", était un gros garçon d’une douzaine
d’années, fort comme un bœuf, dévoué comme un chien, bête comme
une oie et remarquable surtout par une chevelure rouge, à laquelle
il devait son surnom de Rouget."
DAUDET;petit-chose;année ;117009;Rouget;PER;None ;None;7745;7751;"Colombe, était un gros garçon d’une douzaine
d’années, fort comme un bœuf, dévoué comme un chien, bête comme
une oie et remarquable surtout par une chevelure rouge, à laquelle
il devait son surnom de ";". Seulement, je vais vous dire : Rouget,
pour moi, n’était pas Rouget. Il était tour à tour mon fidèle Vendredi,
une tribu de sauvages, un équipage révolté, tout ce qu’on voulait.
Moi-même, en ce temp"
DAUDET;petit-chose;année ;117009;Rouget;PER;None ;None;7784;7790;"zaine
d’années, fort comme un bœuf, dévoué comme un chien, bête comme
une oie et remarquable surtout par une chevelure rouge, à laquelle
il devait son surnom de Rouget. Seulement, je vais vous dire : ";",
pour moi, n’était pas Rouget. Il était tour à tour mon fidèle Vendredi,
une tribu de sauvages, un équipage révolté, tout ce qu’on voulait.
Moi-même, en ce temps-là, je ne m'’appelais pas Daniel Eyss"
DAUDET;petit-chose;année ;117009;Rouget;PER;None ;None;7814;7820;"bœuf, dévoué comme un chien, bête comme
une oie et remarquable surtout par une chevelure rouge, à laquelle
il devait son surnom de Rouget. Seulement, je vais vous dire : Rouget,
pour moi, n’était pas ";". Il était tour à tour mon fidèle Vendredi,
une tribu de sauvages, un équipage révolté, tout ce qu’on voulait.
Moi-même, en ce temps-là, je ne m'’appelais pas Daniel Eyssette ;
j'étais cet homme singu"
DAUDET;petit-chose;année ;117009;Vendredi;MISC;None ;None;7854;7862;"une oie et remarquable surtout par une chevelure rouge, à laquelle
il devait son surnom de Rouget. Seulement, je vais vous dire : Rouget,
pour moi, n’était pas Rouget. Il était tour à tour mon fidèle ";",
une tribu de sauvages, un équipage révolté, tout ce qu’on voulait.
Moi-même, en ce temps-là, je ne m'’appelais pas Daniel Eyssette ;
j'étais cet homme singulier, vêtu de peaux de bêtes, donton venai"
DAUDET;petit-chose;année ;117009;m'’appelais;LOC;48.474014;-1.7137811;7963;7974;" je vais vous dire : Rouget,
pour moi, n’était pas Rouget. Il était tour à tour mon fidèle Vendredi,
une tribu de sauvages, un équipage révolté, tout ce qu’on voulait.
Moi-même, en ce temps-là, je ne ";" pas Daniel Eyssette ;
j'étais cet homme singulier, vêtu de peaux de bêtes, donton venait
de me donner les aventures, master Crusoé lui-même. Douce folie !
Le soir, après souper, je relisais mon Robin"
DAUDET;petit-chose;année ;117009;Daniel Eyssette;PER;None ;None;7979;7994;"re : Rouget,
pour moi, n’était pas Rouget. Il était tour à tour mon fidèle Vendredi,
une tribu de sauvages, un équipage révolté, tout ce qu’on voulait.
Moi-même, en ce temps-là, je ne m'’appelais pas ";" ;
j'étais cet homme singulier, vêtu de peaux de bêtes, donton venait
de me donner les aventures, master Crusoé lui-même. Douce folie !
Le soir, après souper, je relisais mon Robinson, je l’apprenais "
